130172,129160,129949,129658,129766,129708,130186,130306,130296,130374,130381,129653,129660,130053,129640,130131,130435,130447,129662,130215
130307,129923,129385,130193,129874,130370,129317,130467,129715,130314,130335,129867,130072,130038,129802,129862,130020,130131,129558,129980
130204,130192,129840,130145,129824,129654,130696,129442,129343,129919,130347,130173,129966,130073,130106,129775,129724,129915,130027,130177
129988,130406,130020,130034,129737,130340,130453,130030,129564,129720,129916,130390,130425,129673,130175,130207,130255,129943,130042,129760
130271,130253,130209,129529,130146,129773,130282,130519,129808,130162,129742,130576,129727,130249,130007,129657,129704,130219,129737,129954
129500,130057,129639,130290,130302,130192,130350,129990,130145,130148,129911,129881,130312,129803,130374,129878,130341,130109,129464,130852
129940,129585,129228,129795,129786,129829,130132,130100,130141,130218,129596,129351,129964,129489,129767,130082,130260,129778,129695,130409
130343,129432,129929,130125,129506,129885,130046,130394,129922,129816,129704,130212,129159,130185,129557,130251,129833,130537,130200,130073
130142,129940,130044,130297,130139,130434,129608,130669,129770,130338,129718,129963,130001,129676,129792,129860,129763,130118,130408,129737
130119,129675,130113,129552,130029,130466,129466,130825,130224,129647,130437,129988,130058,130278,129531,130013,129584,130630,129736,129884
129360,129617,129488,130141,129835,130193,130225,129649,129779,130025,129860,129943,130095,130241,129898,130071,130683,129723,130183,130360
129714,129628,130381,129966,130559,130192,129841,130597,129922,130073,129796,129655,129635,130028,130180,130086,129587,130117,129983,129679
129705,130197,129436,130344,129712,129696,129736,130374,129822,129971,130607,129966,129872,130626,130760,130335,130119,129758,130022,130519
